fund_code,name,is_etf_candidate,candidate_rule,category,subcategory,fund_type,benchmark,market,status,list_date,delist_date,management,category_rule,review_note,sw_index_code,sw_industry_name,sw_level,sw_parent_code,sw_match_term,sw_match_rule
159189.SZ,华夏国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/3/19,,华夏基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159195.SZ,华安国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/4/2,,华安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159197.SZ,招商国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/4/2,,招商基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159199.SZ,平安国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2026/4/9,,平安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159309.SZ,汇添富中证油气资源ETF,Y,include:name_etf,周期,能源,股票型,中证油气资源指数收益率×100%,E,L,2024/6/18,,汇添富基金管理股份有限公司,fund_type/benchmark/name:commodity,,,,,,,
159315.SZ,工银瑞信中证沪深港黄金产业股票ETF,Y,include:name_etf,周期,黄金,股票型,中证沪深港黄金产业股票指数收益率×100%,E,L,2024/6/14,,工银瑞信基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159321.SZ,华安中证沪深港黄金产业股票ETF,Y,include:name_etf,周期,黄金,股票型,中证沪深港黄金产业股票指数收益率×100%,E,L,2024/5/27,,华安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159322.SZ,平安中证沪深港黄金产业股票ETF,Y,include:name_etf,周期,黄金,股票型,中证沪深港黄金产业股票指数收益率×100%,E,L,2024/6/14,,平安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159518.SZ,嘉实标普石油天然气勘探及生产精选行业ETF(QDII),Y,include:name_etf,周期,能源,股票型,经估值汇率调整后的标普石油天然气勘探及生产精选行业指数收益率×100%,E,L,2023/11/15,,嘉实基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159562.SZ,华夏中证沪深港黄金产业股票ETF,Y,include:name_etf,周期,黄金,股票型,中证沪深港黄金产业股票指数收益率×100%,E,L,2024/1/22,,华夏基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159588.SZ,景顺长城国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2024/5/31,,景顺长城基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159652.SZ,汇添富中证细分有色金属产业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证细分有色金属产业主题指数收益率×100%,E,L,2023/2/8,,汇添富基金管理股份有限公司,fund_type/benchmark/name:commodity,,,,,,,
159690.SZ,招商中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,2023/7/6,,招商基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159697.SZ,鹏华国证石油天然气ETF,Y,include:name_etf,周期,能源,股票型,国证石油天然气指数收益率×100%,E,L,2023/5/4,,鹏华基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159812.SZ,前海开源黄金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所Au99.99现货实盘合约收益率×100%,E,L,2020/5/29,,前海开源基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159830.SZ,天弘上海金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所上海金集中定价合约午盘基准价×100%,E,L,2021/7/19,,天弘基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159831.SZ,嘉实上海金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所上海金集中定价合约的午盘基准价格收益率×100%,E,L,2022/4/7,,嘉实基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159871.SZ,银华中证有色金属ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属指数收益率×100%,E,L,2021/3/31,,银华基金管理股份有限公司,fund_type/benchmark/name:commodity,,,,,,,
159876.SZ,华宝中证有色金属ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属指数收益率×100%,E,L,2021/3/24,,华宝基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159880.SZ,鹏华国证有色金属行业ETF,Y,include:name_etf,周期,有色金属,股票型,国证有色金属行业指数收益率×100%,E,L,2021/3/25,,鹏华基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159881.SZ,国泰中证有色金属ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属指数收益率×100%,E,L,2021/7/1,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159934.SZ,易方达黄金ETF,Y,include:name_etf,商品,黄金,其他,国内黄金现货价格收益率(Au99.99合约)×100%,E,L,2013/12/16,,易方达基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159937.SZ,博时黄金ETF,Y,include:name_etf,商品,黄金,其他,国内黄金现货价格收益率(Au99.99合约)×100%,E,L,2014/9/1,,博时基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159980.SZ,大成有色金属期货ETF,Y,include:name_etf,商品,有色金属,其他,上海期货交易所有色金属期货价格指数收益率×100%,E,L,2019/12/24,,大成基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
159981.SZ,建信易盛郑商所能源化工期货ETF,Y,include:name_etf,商品,能源化工,其他,易盛郑商所能源化工指数A收益率×100%,E,L,2020/1/17,,建信基金管理有限责任公司,fund_type/benchmark/name:commodity,,,,,,,
159985.SZ,华夏饲料豆粕期货ETF,Y,include:name_etf,商品,农产品,其他,大连商品交易所豆粕期货价格指数收益率×100%,E,L,2019/12/5,,华夏基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
510170.SH,国联安上证大宗商品股票ETF,Y,include:name_etf,周期,商品综合,股票型,上证大宗商品股票指数×100%,E,L,2011/1/25,,国联安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
512400.SH,南方中证申万有色金属ETF,Y,include:name_etf,周期,有色金属,股票型,中证申万有色金属指数×100%,E,L,2017/9/1,,南方基金管理股份有限公司,fund_type/benchmark/name:commodity,,,,,,,
512940.SH,华安中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,2026/2/26,,华安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
513350.SH,富国标普石油天然气勘探及生产精选行业ETF(QDII),Y,include:name_etf,周期,能源,股票型,标普石油天然气勘探及生产精选行业指数收益率(经汇率调整后)×100%,E,L,2023/11/28,,富国基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
515210.SH,国泰中证钢铁ETF,Y,include:name_etf,周期,钢铁,股票型,中证钢铁指数收益率×100%,E,L,2020/3/2,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
515220.SH,国泰中证煤炭ETF,Y,include:name_etf,周期,能源,股票型,中证煤炭指数收益率×100%,E,L,2020/3/2,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
516650.SH,华夏中证细分有色金属产业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证细分有色金属产业主题指数收益率×100%,E,L,2021/6/21,,华夏基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
517400.SH,国泰中证沪深港黄金产业股票ETF,Y,include:name_etf,周期,黄金,股票型,中证沪深港黄金产业股票指数收益率×100%,E,L,2024/5/8,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
517520.SH,永赢中证沪深港黄金产业股票ETF,Y,include:name_etf,周期,黄金,股票型,中证沪深港黄金产业股票指数收益率×100%,E,L,2023/11/1,,永赢基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518600.SH,广发上海金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价格收益率×100%,E,L,2020/8/5,,广发基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518660.SH,工银瑞信黄金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所Au99.99现货实盘合约收盘价收益率×100%,E,L,2020/5/29,,工银瑞信基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518680.SH,富国上海金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率×100%,E,L,2020/7/28,,富国基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518800.SH,国泰黄金ETF,Y,include:name_etf,商品,黄金,其他,国内黄金现货价格收益率(Au99.99合约)×100%,E,L,2013/7/29,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518850.SH,华夏黄金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所黄金现货实盘合约Au99.99价格收益率×100%,E,L,2020/6/5,,华夏基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518860.SH,建信上海金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所上海金集中定价合约(合约代码:SHAU)的午盘基准价的收益率×100%,E,L,2020/9/7,,建信基金管理有限责任公司,fund_type/benchmark/name:commodity,,,,,,,
518880.SH,华安易富黄金ETF,Y,include:name_etf,商品,黄金,其他,国内黄金现货价格收益率(Au99.99合约)×100%,E,L,2013/7/29,,华安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
518890.SH,中银上海金ETF,Y,include:name_etf,商品,黄金,其他,上海黄金交易所上海金集中定价合约(合约代码:SHAU)午盘基准价格收益率×100%,E,L,2020/9/28,,中银基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
560290.SH,景顺长城中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,2026/2/6,,景顺长城基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
560470.SH,易方达中证细分有色金属产业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证细分有色金属产业主题指数收益率×100%,E,L,2026/4/30,,易方达基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
560490.SH,华泰柏瑞中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/5/26,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
560860.SH,万家中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2023/3/13,,万家基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
560870.SH,中银中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/5/25,,中银基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
560970.SH,平安中证工业有色金属主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证工业有色金属主题指数收益率×100%,E,L,2026/6/8,,平安基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
561330.SH,国泰中证有色金属矿业主题ETF,Y,include:name_etf,周期,有色金属,股票型,中证有色金属矿业主题指数收益率×100%,E,L,2022/11/1,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
561360.SH,国泰中证油气产业ETF,Y,include:name_etf,周期,能源,股票型,中证油气产业指数收益率×100%,E,L,2023/10/31,,国泰基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
561570.SH,华泰柏瑞中证油气产业ETF,Y,include:name_etf,周期,能源,股票型,中证油气产业指数收益率×100%,E,L,2024/10/17,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
561760.SH,博时中证油气资源ETF,Y,include:name_etf,周期,能源,股票型,中证油气资源指数收益率×100%,E,L,2024/4/29,,博时基金管理有限公司,fund_type/benchmark/name:commodity,,,,,,,
563150.SH,银华中证油气资源ETF,Y,include:name_etf,周期,能源,股票型,中证油气资源指数收益率×100%,E,L,2024/5/30,,银华基金管理股份有限公司,fund_type/benchmark/name:commodity,,,,,,,
159601.SZ,华夏MSCI中国A50互联互通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A50互联互通人民币指数收益率×100%,E,L,2021/11/8,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159602.SZ,南方MSCI中国A50互联互通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A50互联互通人民币指数收益率×100%,E,L,2021/11/8,,南方基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159621.SZ,国泰MSCI中国A股ESG通用ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股人民币ESG通用指数收益率×100%,E,L,2022/9/9,,国泰基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512030.SH,易方达中证A50增强策略ETF,Y,include:name_etf,宽基,中证A50,股票型,中证A50指数收益率×100%,E,L,2025/8/13,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512180.SH,建信MSCI中国A股国际通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股国际通指数×100%,E,L,2018/5/21,,建信基金管理有限责任公司,fund_type/benchmark/name:broad_index,,,,,,,
512380.SH,银华MSCI中国A股ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股人民币指数×100%,E,L,2019/4/30,,银华基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512520.SH,华泰柏瑞MSCI中国A股国际通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股国际通指数收益率×100%,E,L,2018/5/18,,华泰柏瑞基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
512990.SH,华夏MSCI中国A股国际通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股国际通指数收益率×100%,E,L,2018/9/17,,华夏基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515770.SH,摩根MSCI中国A股ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股人民币指数收益率×100%,E,L,2020/6/19,,摩根基金管理(中国)有限公司,fund_type/benchmark/name:broad_index,,,,,,,
515910.SH,中金MSCI中国A股国际质量ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A股国际质量指数收益率×100%,E,L,2021/2/26,,中金基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
560050.SH,汇添富MSCI中国A50互联互通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A50互联互通人民币指数收益率×100%,E,L,2021/11/8,,汇添富基金管理股份有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563000.SH,易方达MSCI中国A50互联互通ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A50互联互通人民币指数收益率×100%,E,L,2021/11/8,,易方达基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
563280.SH,富国MSCI中国A50互联互通增强策略ETF,Y,include:name_etf,宽基,MSCI,股票型,MSCI中国A50互联互通人民币指数收益率×100%,E,L,2024/4/12,,富国基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159012.SZ,鹏华中证科创创业50ETF,Y,include:name_etf,宽基,科创创业50,股票型,中证科创创业50指数收益率×100%,E,L,2026/5/20,,鹏华基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
159136.SZ,广发中证A50ETF,Y,include:name_etf,宽基,中证A50,股票型,中证A50指数收益率×100%,E,L,2025/12/25,,广发基金管理有限公司,fund_type/benchmark/name:broad_index,,,,,,,
